community_id,total_doctors_in_community,total_orgs_in_community,total_shared_doctors_in_community,zip,cty,st,lat,long
1646,6,2,1,92120,SAN DIEGO,CA,32.794449,-117.07221
1647,55,2,1,02481,WELLESLEY,MA,42.313329,-71.27649
1648,7,3,2,27203,ASHEBORO,NC,35.686122,-79.82919
1649,6,2,1,06460,MILFORD,CT,41.21953,-73.0554
1650,7,2,3,08724,BRICK,NJ,40.087794,-74.10981
1651,3,2,1,43229,COLUMBUS,OH,40.085313,-82.97326
1652,5,2,1,35055,CULLMAN,AL,34.167893,-86.82506
1653,4,2,2,53215,MILWAUKEE,WI,42.999364,-87.94343
1654,6,2,1,46952,MARION,IN,40.58119,-85.66324
1655,2,2,2,48040,MARYSVILLE,MI,42.910198,-82.47973
1656,24,6,3,31410,SAVANNAH,GA,32.022019,-80.99193
1657,28,6,5,51401,CARROLL,IA,42.066399,-94.86786
1658,4,2,2,26003,WHEELING,WV,40.071472,-80.6868
1659,4,2,1,34471,OCALA,FL,29.171187,-82.10394
1660,12,2,3,46563,PLYMOUTH,IN,41.347159,-86.32023
1661,9,2,3,75904,LUFKIN,TX,31.339891,-94.76295
1662,6,3,4,60173,SCHAUMBURG,IL,42.051927,-88.04814
1663,4,2,3,43026,HILLIARD,OH,40.021665,-83.14762
1664,4,2,1,02184,BRAINTREE,MA,42.209555,-70.99968
1665,3,2,1,28304,FAYETTEVILLE,NC,35.02844,-78.97037
1666,47,2,1,39232,FLOWOOD,MS,32.311287,-90.397157
1667,5,2,1,33617,TEMPLE TERRACE,FL,28.039096,-82.39371
1668,21,3,15,96001,REDDING,CA,40.56816,-122.41519
1669,8,2,2,85364,YUMA,AZ,32.704499,-114.64644
1670,37,5,4,02072,STOUGHTON,MA,42.125432,-71.10627
1671,18,2,18,90404,SANTA MONICA,CA,34.026959,-118.47432
1672,7,4,3,38024,DYERSBURG,TN,36.038042,-89.38613
1673,5,2,1,92844,GARDEN GROVE,CA,33.765516,-117.9731
1674,105,3,3,32164,PALM COAST,FL,29.499591,-81.22328
1675,6,3,3,84790,SAINT GEORGE,UT,37.075039,-113.55568
1676,6,3,2,08816,EAST BRUNSWICK,NJ,40.434239,-74.40504
1677,8,3,1,37129,MURFREESBORO,TN,35.896645,-86.42425
1678,3,2,2,46545,MISHAWAKA,IN,41.681487,-86.16811
1679,12,3,2,78754,AUSTIN,TX,30.354234,-97.64679
1680,5,2,1,85260,SCOTTSDALE,AZ,33.606004,-111.88699
1681,15,3,2,76302,WICHITA FALLS,TX,33.85379,-98.4801
1682,3,2,1,80911,COLORADO SPRINGS,CO,38.746807,-104.7232
1683,17,6,9,11733,EAST SETAUKET,NY,40.932053,-73.10666
1684,4,2,2,73110,MIDWEST CITY,OK,35.459478,-97.39721
1685,5,2,1,80228,LAKEWOOD,CO,39.688278,-105.14558
1686,8,2,2,48375,NOVI,MI,42.462734,-83.45865
1687,4,2,1,20659,MECHANICSVILLE,MD,38.427328,-76.72826
1688,8,2,1,94014,DALY CITY,CA,37.699182,-122.45035
1689,13,3,1,30328,ATLANTA,GA,33.931746,-84.37817
1690,2,2,2,20814,BETHESDA,MD,38.999759,-77.10185
1691,10,2,1,35404,TUSCALOOSA,AL,33.217168,-87.49461
1692,7,2,1,66502,MANHATTAN,KS,39.184986,-96.56932
1693,3,2,3,78501,MCALLEN,TX,26.213105,-98.23579
1694,3,2,1,07093,WEST NEW YORK,NJ,40.7895,-74.01223
1695,11,2,1,07733,HOLMDEL,NJ,40.384832,-74.17194
1696,13,2,1,49746,HILLMAN,MI,45.068394,-83.96071
1697,6,2,1,71201,MONROE,LA,32.519393,-92.10755
1698,5,2,1,06804,BROOKFIELD,CT,41.465811,-73.39982
1699,6,3,3,34224,ENGLEWOOD,FL,26.925265,-82.29693
1700,14,2,1,33401,WEST PALM BEACH,FL,26.711192,-80.06043
1701,6,2,1,31545,JESUP,GA,31.636895,-81.90843
1702,7,2,1,85308,GLENDALE,AZ,33.657722,-112.17825
1703,4,2,1,95825,SACRAMENTO,CA,38.594205,-121.40726
1704,5,2,1,94123,SAN FRANCISCO,CA,37.801028,-122.43836
1705,2,2,2,94709,BERKELEY,CA,37.879625,-122.2668
1706,6,3,5,22015,BURKE,VA,38.788646,-77.27888
1707,2,2,2,44108,CLEVELAND,OH,41.53715,-81.60905
1708,7,2,1,53215,MILWAUKEE,WI,42.999364,-87.94343
1709,6,3,2,33321,TAMARAC,FL,26.211122,-80.2631
1710,11,2,1,52241,CORALVILLE,IA,41.688215,-91.58676
1711,5,2,5,13126,OSWEGO,NY,43.449201,-76.47992
1712,3,2,1,08876,SOMERVILLE,NJ,40.545853,-74.63592
1713,43,3,2,33134,CORAL GABLES,FL,25.753927,-80.27034
1714,19,2,1,35243,BIRMINGHAM,AL,33.437667,-86.74586
1715,5,2,1,76053,HURST,TX,32.821378,-97.181
1716,5,2,1,71603,PINE BLUFF,AR,34.189398,-92.04495
1717,6,2,1,68005,BELLEVUE,NE,41.146848,-95.90796
1718,31,3,6,31329,SPRINGFIELD,GA,32.390879,-81.32427
1719,2,2,2,98027,ISSAQUAH,WA,47.522828,-122.02921
1720,24,6,5,10017,NEW YORK,NY,40.752159,-73.97231
1721,4,2,1,64055,INDEPENDENCE,MO,39.053255,-94.4061
1722,6,2,1,21901,NORTH EAST,MD,39.593813,-75.95602
1723,4,2,1,46410,MERRILLVILLE,IN,41.487369,-87.34024
1724,7,2,1,40769,WILLIAMSBURG,KY,36.709853,-84.1508
1725,6,2,2,45030,HARRISON,OH,39.257936,-84.77001
1726,5,6,5,51031,LE MARS,IA,42.79728,-96.17167
1727,13,2,1,37620,BRISTOL,TN,36.561341,-82.16869
1728,6,2,1,48911,LANSING,MI,42.677335,-84.56913
1729,9,2,1,20735,CLINTON,MD,38.753264,-76.89913
1730,59,3,4,54301,GREEN BAY,WI,44.489059,-88.01674
1731,17,3,2,70808,BATON ROUGE,LA,30.411391,-91.1497
1732,5,3,3,29307,SPARTANBURG,SC,34.982424,-81.85729
1733,4,2,1,60103,BARTLETT,IL,41.977477,-88.17257
1734,16,2,1,14304,NIAGARA FALLS,NY,43.091106,-78.96249
1735,24,7,7,54130,KAUKAUNA,WI,44.293197,-88.25922
1736,3,3,3,65737,BRANSON WEST,MO,36.693007,-93.37153
1737,18,2,1,75149,MESQUITE,TX,32.767329,-96.60759
1738,4,2,1,77494,KATY,TX,29.760833,-95.81104
1739,8,3,6,00918,SAN JUAN,PR,18.417668,-66.06494
1740,8,3,3,75078,PROSPER,TX,33.240766,-96.79944
1741,6,2,4,91205,GLENDALE,CA,34.138514,-118.243
1742,6,3,3,35611,ATHENS,AL,34.784028,-87.02767
1743,23,3,3,95363,PATTERSON,CA,37.477477,-121.14555
1744,6,2,1,11572,OCEANSIDE,NY,40.636286,-73.6374
1745,2,2,2,77901,VICTORIA,TX,28.806417,-96.99356
1746,13,2,1,32578,NICEVILLE,FL,30.500901,-86.45335
1747,4,2,3,43016,DUBLIN,OH,40.089811,-83.13983
1748,6,3,4,77486,WEST COLUMBIA,TX,29.152396,-95.66319
1749,5,2,1,33308,FORT LAUDERDALE,FL,26.191111,-80.10846
1750,6,2,1,91356,TARZANA,CA,34.164255,-118.54472
1751,6,2,1,55317,CHANHASSEN,MN,44.866236,-93.54487
1752,8,2,1,90266,MANHATTAN BEACH,CA,33.88898,-118.40535
1753,12,2,1,20817,BETHESDA,MD,38.996842,-77.13519
1754,8,3,1,08750,SEA GIRT,NJ,40.133754,-74.04123
1755,8,2,1,06260,PUTNAM,CT,41.913816,-71.88434
1756,3,2,1,78006,BOERNE,TX,29.851666,-98.72932
1757,3,2,1,33030,HOMESTEAD,FL,25.479438,-80.48687
1758,8,3,2,66618,TOPEKA,KS,39.126429,-95.73302
1759,3,2,1,73644,ELK CITY,OK,35.405935,-99.41658
1760,9,2,4,71103,SHREVEPORT,LA,32.490777,-93.76761
1761,6,2,1,97304,SALEM,OR,44.970181,-123.08033
1762,7,2,1,32827,ORLANDO,FL,28.425221,-81.30353
1763,8,2,1,46143,GREENWOOD,IN,39.601649,-86.12734
1764,4,2,2,70471,MANDEVILLE,LA,30.400949,-90.08105
1765,10,3,2,89106,LAS VEGAS,NV,36.184219,-115.16292
1766,19,2,1,49093,THREE RIVERS,MI,41.958306,-85.63829
1767,5,2,2,71103,SHREVEPORT,LA,32.490777,-93.76761
1768,6,4,3,76012,ARLINGTON,TX,32.752048,-97.13514
1769,6,3,2,44023,CHAGRIN FALLS,OH,41.392171,-81.32748
1770,5,3,5,80124,LONE TREE,CO,39.543478,-104.89644
1771,13,3,2,96734,KAILUA,HI,21.3949,-157.74529
1772,4,2,1,37388,TULLAHOMA,TN,35.357522,-86.21484
1773,7,2,1,37203,NASHVILLE,TN,36.152607,-86.78927
1774,19,2,3,49506,GRAND RAPIDS,MI,42.945727,-85.61899
1775,31,3,9,87505,SANTA FE,NM,35.616662,-105.97926
1776,4,2,1,07836,FLANDERS,NJ,40.84405,-74.70134
1777,5,2,2,53051,MENOMONEE FALLS,WI,43.151183,-88.11034
1778,12,2,4,81601,GLENWOOD SPRINGS,CO,39.533318,-107.32107
1779,4,2,1,08701,LAKEWOOD,NJ,40.082782,-74.2094
1780,31,3,4,78613,CEDAR PARK,TX,30.501272,-97.83087
1781,6,2,3,21093,LUTHERVILLE,MD,39.435789,-76.63614
1782,8,3,2,52761,MUSCATINE,IA,41.413372,-91.00612
1783,21,2,2,31088,WARNER ROBINS,GA,32.594698,-83.64873
1784,3,2,1,00917,SAN JUAN,PR,18.422263,-66.0513
1785,14,3,2,55369,MAPLE GROVE,MN,45.120764,-93.43183
1786,5,2,1,62040,GRANITE CITY,IL,38.720938,-90.11431
1787,44,6,5,32940,MELBOURNE,FL,28.21981,-80.69402
1788,4,2,1,34233,SARASOTA,FL,27.285142,-82.47363
1789,11,2,1,92691,MISSION VIEJO,CA,33.611272,-117.66681
1790,75,5,5,06488,SOUTHBURY,CT,41.475263,-73.22184
1791,25,3,2,53039,JUNEAU,WI,43.378828,-88.70876
1792,15,8,5,84120,WEST VALLEY CITY,UT,40.688246,-111.99899
1793,6,2,1,92626,COSTA MESA,CA,33.677224,-117.90863
1794,15,2,1,58335,FORT TOTTEN,ND,47.968523,-99.02831
1795,5,3,1,80026,LAFAYETTE,CO,40.002156,-105.10036
1796,5,2,1,16501,ERIE,PA,42.122957,-80.08437
1797,6,2,1,53703,MADISON,WI,43.078646,-89.37727
1798,6,2,1,08755,TOMS RIVER,NJ,40.010092,-74.23032
1799,9,2,1,10504,ARMONK,NY,41.129908,-73.70352
1800,15,3,2,50401,MASON CITY,IA,43.153969,-93.20037
1801,7,2,7,23602,NEWPORT NEWS,VA,37.115698,-76.5183
1802,5,2,1,85206,MESA,AZ,33.400306,-111.72452
1803,18,3,5,77702,BEAUMONT,TX,30.085112,-94.12607
1804,2,3,2,97223,PORTLAND,OR,45.43884,-122.78224
1805,9,2,1,91203,GLENDALE,CA,34.152757,-118.2658
1806,4,3,3,71201,MONROE,LA,32.519393,-92.10755
1807,9,2,1,31901,COLUMBUS,GA,32.471492,-84.98005
1808,6,2,1,96813,HONOLULU,HI,21.313033,-157.85615
1809,3,2,1,48216,DETROIT,MI,42.328338,-83.07805
1810,10,2,1,28304,FAYETTEVILLE,NC,35.02844,-78.97037
1811,21,2,1,32405,PANAMA CITY,FL,30.195424,-85.66458
1812,4,3,3,38671,SOUTHAVEN,MS,34.96848,-89.99793
1813,3,2,3,20155,GAINESVILLE,VA,38.803732,-77.62404
1814,44,5,9,77338,HUMBLE,TX,30.005691,-95.28488
1815,6,2,1,08721,BAYVILLE,NJ,39.902851,-74.16037
1816,6,2,2,97408,EUGENE,OR,44.122004,-123.06447
1817,12,2,2,84095,SOUTH JORDAN,UT,40.561598,-111.96088
1818,11,2,1,15401,UNIONTOWN,PA,39.89822,-79.7311
1819,4,2,2,42501,SOMERSET,KY,37.075624,-84.54437
1820,7,2,1,33884,WINTER HAVEN,FL,27.997387,-81.68256
1821,2,2,2,27106,WINSTON SALEM,NC,36.141395,-80.3137
1822,4,2,1,28463,TABOR CITY,NC,34.12483,-78.82187
1823,118,7,6,07702,SHREWSBURY,NJ,40.329128,-74.06315
1824,3,2,1,01830,HAVERHILL,MA,42.78519,-71.07011
1825,2,2,2,19116,PHILADELPHIA,PA,40.117413,-75.0154
1826,7,3,3,60652,CHICAGO,IL,41.7446,-87.71188
1827,28,3,27,97477,SPRINGFIELD,OR,44.061057,-123.01769
1828,19,3,10,27534,GOLDSBORO,NC,35.377069,-77.92463
1829,52,2,45,27609,RALEIGH,NC,35.844753,-78.63263
1830,3,2,3,78628,GEORGETOWN,TX,30.674349,-97.72338
1831,48,6,6,01757,MILFORD,MA,42.149176,-71.52149
1832,7,2,1,75701,TYLER,TX,32.325214,-95.29467
1833,35,3,2,33407,WEST PALM BCH,FL,26.750991,-80.07296
1834,13,2,1,97068,WEST LINN,OR,45.361991,-122.64443
1835,11,2,1,30501,GAINESVILLE,GA,34.306643,-83.82352
1836,10,2,1,98125,SEATTLE,WA,47.716648,-122.30308
1837,17,2,1,15217,PITTSBURGH,PA,40.430919,-79.92569
1838,11,2,4,49525,GRAND RAPIDS,MI,43.022199,-85.61168
1839,71,2,36,22408,FREDERICKSBURG,VA,38.236023,-77.46111
1840,4,2,3,77065,HOUSTON,TX,29.927675,-95.60547
1841,17,2,2,74820,ADA,OK,34.780243,-96.68761
1842,4,2,2,01970,SALEM,MA,42.516845,-70.8985
1843,2,2,2,00641,UTUADO,PR,18.268896,-66.70519
1844,15,5,5,60137,GLEN ELLYN,IL,41.869779,-88.06285
1845,4,3,3,57732,DEADWOOD,SD,44.338702,-103.70916
1846,4,2,2,33761,CLEARWATER,FL,28.032827,-82.72596
1847,3,2,1,78758,AUSTIN,TX,30.384204,-97.70392
1848,9,2,1,94903,SAN RAFAEL,CA,38.019022,-122.54589
1849,6,2,1,28376,RAEFORD,NC,34.992085,-79.23013
1850,6,2,1,34471,OCALA,FL,29.171187,-82.10394
1851,5,3,4,76107,FORTH WORTH,TX,32.738481,-97.38424
1852,14,3,2,85260,SCOTTSDALE,AZ,33.606004,-111.88699
1853,17,5,4,20707,LAUREL,MD,39.098475,-76.86571
1854,5,2,1,68502,LINCOLN,NE,40.789051,-96.69589
1855,5,2,1,23452,VIRGINIA BEACH,VA,36.839209,-76.09333
1856,2,2,2,77338,HUMBLE,TX,30.005691,-95.28488
1857,9,3,3,66064,OSAWATOMIE,KS,38.489733,-94.96465
1858,4,2,3,75240,DALLAS,TX,32.938774,-96.78543
1859,4,3,3,38028,EADS,TN,35.203968,-89.62203
1860,17,2,1,85350,SOMERTON,AZ,32.58193,-114.71199
1861,6,2,1,96813,HONOLULU,HI,21.313033,-157.85615
1862,10,2,1,33756,CLEARWATER,FL,27.944631,-82.78702
1863,12,2,1,28401,WILMINGTON,NC,34.235219,-77.94134
1864,9,2,1,91723,COVINA,CA,34.085809,-117.88694
1865,60,6,8,24609,CEDAR BLUFF,VA,37.055512,-81.76922
1866,15,4,3,33556,ODESSA,FL,28.143377,-82.59054
1867,46,4,15,46804,FORT WAYNE,IN,41.054247,-85.23878
1868,9,2,1,90505,TORRANCE,CA,33.810848,-118.35096
1869,9,2,1,22601,WINCHESTER,VA,39.179076,-78.16653
1870,83,4,30,76051,GRAPEVINE,TX,32.93195,-97.08498
1871,34,2,1,89406,FALLON,NV,39.461072,-118.69306
1872,24,2,1,13323,CLINTON,NY,43.049536,-75.37656
1873,10,2,2,80212,DENVER,CO,39.770336,-105.04688
1874,9,2,1,84010,BOUNTIFUL,UT,40.876312,-111.87249
1875,16,2,1,28001,ALBEMARLE,NC,35.351477,-80.19879
1876,33,2,1,44113,CLEVELAND,OH,41.484688,-81.70125
1877,75,4,18,64067,LEXINGTON,MO,39.176165,-93.86963
1878,10,2,1,78040,LAREDO,TX,27.514845,-99.49991
1879,3,2,1,33321,TAMARAC,FL,26.211122,-80.2631
1880,6,2,2,38119,MEMPHIS,TN,35.082936,-89.84892
1881,12,2,1,44130,MIDDLEBURG HEIGHTS,OH,41.378051,-81.77945
1882,3,2,1,47274,SEYMOUR,IN,38.958688,-85.89917
1883,17,2,1,23113,MIDLOTHIAN,VA,37.51338,-77.64165
1884,2,2,2,70001,METAIRIE,LA,29.984096,-90.16902
1885,7,2,1,03053,LONDONDERRY,NH,42.880481,-71.38205
1886,4,2,4,60463,PALOS HEIGHT,IL,41.663548,-87.79148
1887,5,2,1,66018,DE SOTO,KS,38.961396,-94.97681
1888,3,2,1,35476,NORTHPORT,AL,33.227736,-87.58819
1889,10,2,2,97381,SILVERTON,OR,45.003489,-122.78012
1890,4,2,1,77091,HOUSTON,TX,29.852975,-95.43586
1891,3,2,1,91324,NORTHRIDGE,CA,34.240353,-118.55038
1892,2,2,2,60076,SKOKIE,IL,42.03618,-87.7321
1893,28,4,3,32778,TAVARES,FL,28.799017,-81.73184
1894,10,2,1,06360,NORWICH,CT,41.533848,-72.06232
1895,8,2,1,22911,CHARLOTTESVILLE,VA,38.07735,-78.42042
1896,3,2,1,33060,POMPANO BEACH,FL,26.232009,-80.12211
1897,4,2,1,46131,FRANKLIN,IN,39.482105,-86.05043
1898,4,2,1,75231,DALLAS,TX,32.874317,-96.74764
1899,3,2,1,85018,PHOENIX,AZ,33.498076,-111.98603
1900,15,2,7,06437,GUILFORD,CT,41.31353,-72.69791
1901,18,2,1,12901,PLATTSBURGH,NY,44.693271,-73.46617
1902,13,2,1,19904,DOVER,DE,39.161639,-75.5587
1903,9,2,1,45714,BELPRE,OH,39.297622,-81.5958
1904,14,3,1,85027,PHOENIX,AZ,33.698731,-112.11429
1905,3,2,3,67002,ANDOVER,KS,37.693585,-97.11321
1906,72,3,6,33614,TAMPA,FL,28.006247,-82.50632
1907,2,2,2,59866,SAINT REGIS,MT,47.3245,-115.13788
1908,3,2,1,72758,ROGERS,AR,36.306616,-94.14622
1909,3,2,1,33126,DORAL,FL,25.777977,-80.29718
1910,4,2,2,97123,HILLSBORO,OR,45.491024,-122.95745
1911,3,2,1,63025,EUREKA,MO,38.494203,-90.61304
1912,18,2,1,84501,PRICE,UT,39.578473,-110.78678
1913,12,2,1,92401,SAN BERNADINO,CA,34.105079,-117.29075
1914,6,2,1,49426,HUDSONVILLE,MI,42.873302,-85.87861
1915,18,2,1,63122,SAINT LOUIS,MO,38.582702,-90.40966
1916,63,2,1,07083,UNION,NJ,40.695401,-74.26933
1917,4,2,1,20110,MANASSAS,VA,38.752269,-77.47694
1918,4,2,2,40342,LAWRENCEBURG,KY,38.012479,-84.94075
1919,11,2,1,90025,LOS ANGELES,CA,34.045006,-118.44527
1920,10,2,2,80112,CENTENNIAL,CO,39.579454,-104.88288
1921,5,2,1,46032,CARMEL,IN,39.970241,-86.15416
1922,8,2,1,55033,HASTINGS,MN,44.726517,-92.86147
1923,26,3,2,30030,DECATUR,GA,33.771705,-84.29407
1924,33,3,5,30809,EVANS,GA,33.551145,-82.13949
1925,6,2,1,62062,MARYVILLE,IL,38.726548,-89.9572
1926,4,2,1,23860,HOPEWELL,VA,37.287869,-77.29359
1927,4,2,1,26104,PARKERSBURG,WV,39.285724,-81.52639
1928,4,2,2,07435,NEWFOUNDLAND,NJ,41.045897,-74.43677
1929,4,2,1,21044,COLUMBIA,MD,39.21536,-76.87823
1930,8,3,3,76012,ARLINGTON,TX,32.752048,-97.13514
1931,6,2,1,18017,BETHLEHEM,PA,40.645665,-75.36926
1932,5,2,2,78028,KERRVILLE,TX,30.042529,-99.15152
1933,18,2,1,32159,LADY LAKE,FL,28.930573,-81.93806
1934,11,2,1,92610,FOOTHILL RANCH,CA,33.685479,-117.6669
1935,3,2,1,48124,DEARBORN,MI,42.294987,-83.25049
1936,5,2,1,23230,RICHMOND,VA,37.580346,-77.48831
1937,18,2,1,61953,TUSCOLA,IL,39.793493,-88.29184
1938,9,2,2,30901,AUGUSTA,GA,33.461121,-81.97265
1939,7,2,1,73662,SAYRE,OK,35.321815,-99.65314
1940,2,2,2,90720,LOS ALAMITOS,CA,33.794028,-118.07218
1941,18,3,2,53092,MEQUON,WI,43.223907,-87.95085
1942,8,2,1,87107,ALBUQUERQUE,NM,35.134094,-106.64073
1943,30,2,25,30606,ATHENS,GA,33.945619,-83.41732
1944,2,2,2,33484,DELRAY BEACH,FL,26.458152,-80.1356
1945,4,2,1,71006,BENTON,LA,32.697056,-93.6991
1946,2,2,2,19082,UPPER DARBY,PA,39.958512,-75.26856
1947,2,2,2,48081,SAINT CLAIR SHORES,MI,42.497736,-82.89979
1948,9,2,1,39232,FLOWOOD,MS,32.311287,-90.397157
1949,5,3,1,78621,ELGIN,TX,30.338279,-97.36611
1950,36,3,2,46725,COLUMBIA CITY,IN,41.166034,-85.48313
1951,3,2,2,75246,DALLAS,TX,32.791878,-96.77365
1952,13,2,1,34952,PORT ST LUCIE,FL,27.291694,-80.29691
1953,3,2,2,56377,SARTELL,MN,45.622966,-94.20959
1954,6,2,3,68502,LINCOLN,NE,40.789051,-96.69589
1955,4,2,1,91606,NORTH HOLLYWOOD,CA,34.185698,-118.38836
1956,4,2,1,46135,GREENCASTLE,IN,39.652374,-86.87361
1957,4,2,1,77042,HOUSTON,TX,29.741565,-95.55996
1958,41,4,6,96707,KAPOLEI,HI,21.345535,-158.08587
1959,3,2,1,31061,MILLEDGEVILLE,GA,33.083579,-83.23397
1960,5,2,1,11235,BROOKLYN,NY,40.583803,-73.95019
1961,4,2,1,40218,LOUISVILLE,KY,38.193769,-85.65733
1962,15,2,1,27858,GREENVILLE,NC,35.579216,-77.33836
1963,12,6,5,62226,SWANSEA,IL,38.53895,-90.00104
1964,8,2,5,44718,CANTON,OH,40.850683,-81.43773
1965,3,2,2,32792,WINTER PARK,FL,28.607077,-81.30606
1966,4,2,1,75093,PLANO,TX,33.03505,-96.80492
1967,3,2,1,84121,SALT LAKE CITY,UT,40.625621,-111.8158
1968,17,2,8,76712,WACO,TX,31.514067,-97.23546
1969,19,2,1,43606,TOLEDO,OH,41.671761,-83.6064
1970,12,2,6,33573,RUSKIN,FL,27.713353,-82.35965
1971,4,2,1,23462,VIRGINIA BEACH,VA,36.839648,-76.15177
1972,43,2,1,33410,PALM BEACH GARDENS,FL,26.839588,-80.08824
1973,8,2,1,91505,BURBANK,CA,34.166906,-118.34366
1974,3,2,1,14724,CLYMER,NY,42.066681,-79.66612
1975,8,2,1,57702,RAPID CITY,SD,44.052788,-103.34302
1976,26,2,1,43506,BRYAN,OH,41.471569,-84.55459
1977,5,2,3,01776,SUDBURY,MA,42.38532,-71.42989
1978,2,2,2,48346,CLARKSTON,MI,42.720966,-83.4044
1979,12,3,1,33484,DELRAY BEACH,FL,26.458152,-80.1356
1980,5,2,2,93635,LOS BANOS,CA,37.048385,-120.86983
1981,28,2,1,48114,BRIGHTON,MI,42.566097,-83.75725
1982,5,3,3,60561,DARIEN,IL,41.745623,-87.98108
1983,14,3,3,34243,SARASOTA,FL,27.407657,-82.52923
1984,3,2,1,15401,UNIONTOWN,PA,39.89822,-79.7311
1985,2,2,2,79119,AMARILLO,TX,35.097488,-101.98105
1986,7,2,1,33021,HOLLYWOOD,FL,26.023634,-80.18922
1987,5,2,1,37207,NASHVILLE,TN,36.215535,-86.77317
1988,10,2,1,96750,KEALAKEKUA,HI,19.526845,-155.9215
1989,26,2,1,32708,WINTER SPRINGS,FL,28.683408,-81.28151
1990,10,3,2,02842,MIDDLETOWN,RI,41.511739,-71.28658
1991,2,2,2,72209,LITTLE ROCK,AR,34.674192,-92.35557
1992,54,4,9,00745,RIO GRANDE,PR,18.366213,-65.82277
1993,3,2,2,15090,WEXFORD,PA,40.617016,-80.05916
1994,5,2,1,76226,NORTHLAKE,TX,33.105309,-97.16294
1995,15,2,1,30030,DECATUR,GA,33.771705,-84.29407
1996,3,2,1,38126,MEMPHIS,TN,35.126469,-90.04359
1997,3,2,3,06708,WATERBURY,CT,41.551601,-73.06262
1998,78,4,5,43537,MAUMEE,OH,41.576992,-83.672
1999,3,2,3,36420,ANDALUSIA,AL,31.279043,-86.48699
2000,11,2,1,92868,ORANGE,CA,33.787266,-117.87494
2001,17,3,6,08837,EDISON,NJ,40.529355,-74.33844
2002,15,4,4,33134,CORAL GABLES,FL,25.753927,-80.27034
2003,14,2,2,23454,VIRGINIA BEACH,VA,36.838398,-76.02862
2004,3,2,1,76104,FORT WORTH,TX,32.730265,-97.32002
2005,10,2,1,67530,GREAT BEND,KS,38.363151,-98.78495
2006,17,3,5,60521,HINSDALE,IL,41.772915,-87.92996
2007,13,2,1,57702,RAPID CITY,SD,44.052788,-103.34302
2008,5,3,1,90048,LOS ANGELES,CA,34.073759,-118.37376
2009,24,2,14,21157,WESTMINSTER,MD,39.563901,-76.98926
2010,3,2,1,90807,LONG BEACH,CA,33.828366,-118.18235
2011,8,3,2,32807,ORLANDO,FL,28.546897,-81.30774
2012,4,2,1,07601,HACKENSACK,NJ,40.888678,-74.0488
2013,3,2,3,48374,NOVI,MI,42.467945,-83.51766
2014,8,2,1,33484,DELRAY BEACH,FL,26.458152,-80.1356
2015,3,2,3,92308,APPLE VALLEY,CA,34.447959,-117.19222
2016,5,2,1,85255,SCOTTSDALE,AZ,33.697268,-111.88321
2017,10,2,2,74401,MUSKOGEE,OK,35.739681,-95.40711
2018,19,2,1,77584,PEARLAND,TX,29.543654,-95.34036
2019,6,2,1,71303,ALEXANDRIA,LA,31.302432,-92.50515
2020,2,2,2,39507,GULFPORT,MS,30.397044,-89.03998
2021,4,3,2,93286,WOODLAKE,CA,36.431121,-119.10642
2022,99,6,17,28277,CHARLOTTE,NC,35.054546,-80.81792
2023,4,2,1,35601,DECATUR,AL,34.595332,-86.98786
2024,4,2,1,87111,ALBUQUERQUE,NM,35.135303,-106.52223
2025,3,2,3,95377,TRACY,CA,37.72374,-121.447131
2026,5,4,1,90740,SEAL BEACH,CA,33.759283,-118.08239
2027,10,2,1,99508,ANCHORAGE,AK,61.203953,-149.8144
2028,4,2,1,97141,TILLAMOOK,OR,45.459109,-123.80389
2029,7,2,3,96746,KAPAA,HI,22.077472,-159.34463
2030,16,2,1,33614,TAMPA,FL,28.006247,-82.50632
2031,9,5,1,11375,FOREST HILLS,NY,40.720535,-73.84582
2032,2,2,2,02445,BROOKLINE,MA,42.324397,-71.13933
2033,7,2,4,22655,STEPHENS CITY,VA,39.07814,-78.20713
2034,3,2,1,32119,SOUTH DAYTONA,FL,29.153239,-81.02229
2035,3,2,1,98662,VANCOUVER,WA,45.671806,-122.57894
2036,7,2,1,48240,REDFORD,MI,42.426285,-83.30197
2037,6,2,1,47469,WEST BADEN SPRINGS,IN,38.584248,-86.61296
2038,6,2,2,48661,WEST BRANCH,MI,44.288158,-84.21162
2039,3,2,3,50616,CHARLES CITY,IA,43.072978,-92.66719
2040,13,3,3,99503,ANCHORAGE,AK,61.19026,-149.89341
2041,6,2,1,39150,PORT GIBSON,MS,31.970308,-90.97911
2042,6,2,1,15243,PITTSBURGH,PA,40.372669,-80.0712
2043,3,2,1,97216,PORTLAND,OR,45.515674,-122.56087
2044,7,2,1,92507,RIVERSIDE,CA,33.978965,-117.33646
2045,5,3,2,13045,CORTLAND,NY,42.591109,-76.19217
2046,34,4,5,29501,FLORENCE,SC,34.195705,-79.80977
2047,12,4,2,85248,SUN LAKES,AZ,33.239097,-111.86355
2048,13,2,5,28480,WRIGHTSVILLE BEACH,NC,34.21222,-77.7981
2049,5,2,1,17324,GARDNERS,PA,40.030925,-77.22858
2050,2,2,2,22554,STAFFORD,VA,38.460395,-77.43266
2051,5,2,2,18974,WARMINSTER,PA,40.211241,-75.0887
2052,24,3,2,72211,LITTLE ROCK,AR,34.749723,-92.41345
