npi,lst_nm,frst_nm,gndr,cred,med_sch,grd_yr,pri_spec,quality_score,promoting_interoperability_score,cost_score,improvement_activities_score,overall_mips_score,community_id
1437264892,ROY,MICHELLE,F,PA,OTHER,1994.0,PHYSICIAN ASSISTANT,100.0,100.0,100.0,40.0,100.0,282
1528149556,BRYN,ELAINE,F,NP,OTHER,2003.0,NURSE PRACTITIONER,100.0,100.0,100.0,40.0,100.0,282
1730406133,STEPHENS,SOPHIA,F,,OTHER,2009.0,NURSE PRACTITIONER,100.0,0.0,100.0,40.0,100.0,673
1023341013,REALI,ERICA,F,,OTHER,2009.0,PHYSICIAN ASSISTANT,100.0,100.0,88.1,40.0,100.0,222
1073553913,WOOD,JOHN,M,PA,OTHER,2005.0,PHYSICIAN ASSISTANT,100.0,100.0,88.1,40.0,100.0,222
1407207186,BRAUN,CHRISTOPHER,M,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,100.0,88.1,40.0,100.0,222
1801207238,KING,PATRICK,M,,OTHER,2014.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,222
1841237633,PARKER,JENNIFER,F,PA,OTHER,2005.0,PHYSICIAN ASSISTANT,100.0,100.0,88.1,40.0,100.0,222
1811006273,STAHLMAN,JOHN,M,NP,OTHER,1998.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,322
1013930056,WRIGHT,MITZI,F,CNS,LINCOLN MEMORIAL UNIVERSITY MEDICAL DEPARTMENT,2014.0,NURSE PRACTITIONER,100.0,92.2,,40.0,100.0,322
1497723886,TIPTON,DAVID,M,MD,UNIVERSITY OF SOUTH ALABAMA COLLEGE OF MEDICINE,1985.0,PSYCHIATRY,100.0,100.0,83.1,40.0,100.0,322
1548580186,SHORT,BETH,F,,UNIVERSITY OF SOUTH FLORIDA COLLEGE OF MEDICINE,2009.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,322
1760934483,TANK-DILLINGHAM,PAMELA,F,,OTHER,2016.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,322
1124557616,MALPASS,SHARRY,F,,BRODY SCHOOL OF MEDICINE AT EAST CAROLINA UNIVERSITY,2017.0,NURSE PRACTITIONER,100.0,87.0,66.9,40.0,100.0,3026
1164969614,GREEN,CARRIE,F,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,87.0,66.9,40.0,100.0,3026
1205860970,BAUMAN,TED,M,,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL SCHOOL OF MEDICINE,1998.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1417985789,NEWTON,JOHN,M,,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL SCHOOL OF MEDICINE,1981.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1659309581,SMITH,JOHN,M,,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL SCHOOL OF MEDICINE,1977.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1679589055,APOLINARIO,ARTHUR,M,MD,TULANE UNIVERSITY SCHOOL OF MEDICINE,1996.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1811305923,BRADFIELD,KAREN,F,,OTHER,2013.0,NURSE PRACTITIONER,100.0,87.0,66.9,40.0,100.0,3026
1811933781,PALMER,GILBERT,M,,BRODY SCHOOL OF MEDICINE AT EAST CAROLINA UNIVERSITY,1998.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1760427835,WATTS,LAWRENCE,M,,LOMA LINDA UNIVERSITY SCHOOL OF MEDICINE,1994.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1912935180,YANG,KEN,M,,NEW YORK MEDICAL COLLEGE,1995.0,FAMILY MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1962430199,CARR,WILLIAM,M,MD,DUKE UNIVERSITY SCHOOL OF MEDICINE,1984.0,PEDIATRIC MEDICINE,100.0,87.0,66.9,40.0,100.0,3026
1255536165,LANDA,ISRAEL,M,,UNIVERSITY OF ILLINOIS COLLEGE OF MED (CHI/PEOR/ROCK/CHM-URB),2004.0,EMERGENCY MEDICINE,100.0,0.0,100.0,40.0,100.0,963
1861497588,KNUTSON,THOMAS,M,,UNIVERSITY OF MINNESOTA MEDICAL SCHOOL,1979.0,EMERGENCY MEDICINE,100.0,0.0,100.0,40.0,100.0,963
1356763072,TAYLOR,JESSICA,F,,OTHER,2013.0,PHYSICIAN ASSISTANT,100.0,100.0,100.0,40.0,100.0,963
1548511207,HOOVER,RYAN,M,,OTHER,2012.0,PHYSICIAN ASSISTANT,100.0,0.0,100.0,40.0,100.0,963
1952390353,MONTGOMERY,JEREMIAH,M,PA,OTHER,1998.0,PHYSICIAN ASSISTANT,100.0,0.0,100.0,40.0,100.0,963
1154558963,SHETUNI,BRANDON,M,,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,2009.0,PATHOLOGY,100.0,100.0,,40.0,100.0,1251
1558319095,MCDONALD,BOBBILEE,F,PA,OTHER,2012.0,PHYSICIAN ASSISTANT,100.0,100.0,75.9,40.0,100.0,2027
1710194071,MCKEAN,GEORGE,M,,OTHER,2003.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,61.9,40.0,100.0,289
1275554636,SANDERS,MICHAEL,M,MD,UNIVERSITY OF ALABAMA SCHOOL OF MEDICINE,1998.0,GASTROENTEROLOGY,100.0,100.0,,40.0,100.0,289
1063731628,PATTEN,PATRICK,M,,TULANE UNIVERSITY SCHOOL OF MEDICINE,2010.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,,40.0,100.0,289
1437102795,WELLS,ROSE,F,NP,OTHER,2001.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,289
1235189085,GUPTA,SHIKHA,F,MD,OTHER,1999.0,NUCLEAR MEDICINE,100.0,100.0,61.9,40.0,100.0,289
1649224874,MALCOLM,IAN,M,MD,OTHER,1964.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,61.9,40.0,100.0,289
1730131210,ROCCONI,RODNEY,M,MD,UNIVERSITY OF ALABAMA SCHOOL OF MEDICINE,2000.0,GYNECOLOGICAL ONCOLOGY,100.0,100.0,,40.0,100.0,289
1770597353,GILBERT,ROBERT,M,,BAYLOR COLLEGE OF MEDICINE,1990.0,RADIATION ONCOLOGY,100.0,100.0,,40.0,100.0,289
1780818542,MAGUIRE,RAYMOND,M,,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL SCHOOL OF MEDICINE,2009.0,GENERAL PRACTICE,100.0,100.0,100.0,40.0,100.0,289
1619295441,WALKER,MARSHALL,M,,TULANE UNIVERSITY SCHOOL OF MEDICINE,2010.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,61.9,40.0,100.0,289
1669764072,SHI,MINGXIA,F,,OTHER,1985.0,PATHOLOGY,100.0,100.0,73.7,40.0,100.0,289
1669434395,WINKLER,CAREY,M,MD,OREGON HEALTH SCIENCES UNIVERSITY SCHOOL OF MEDICINE,1984.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,91.6,40.0,100.0,289
1811011448,KNOWLES,KURT,M,,LOUISIANA STATE UNIVERSITY SCHOOL OF MEDICINE IN SHREVEPORT,1985.0,PATHOLOGY,100.0,100.0,73.7,40.0,100.0,289
1902356579,ERDWINS,SARA,F,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,100.0,100.0,40.0,100.0,2255
1285692152,SITES,TERRY,M,MD,"UNIVERSITY OF MISSOURI, COLUMBIA SCHOOL OF MEDICINE",1984.0,ORTHOPEDIC SURGERY,100.0,100.0,,40.0,100.0,579
1265544035,KWON,YONG,M,,UNIVERSITY OF WASHINGTON SCHOOL OF MEDICINE,2005.0,GENERAL SURGERY,100.0,100.0,69.3,40.0,100.0,1304
1841551405,WIN,KHIN,F,,OTHER,2010.0,INTERNAL MEDICINE,100.0,,78.4,40.0,100.0,297
1649621954,BABARAN,NICOLE,F,,OTHER,2016.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,297
1467883207,QUACH,JENNIE,F,,OTHER,2013.0,PHYSICIAN ASSISTANT,100.0,,100.0,40.0,100.0,297
1992871941,VILLAPUDUA,DINA,F,,OTHER,2005.0,PHYSICIAN ASSISTANT,100.0,,100.0,40.0,100.0,297
1174773113,BHATIA,SHAILENDER,M,,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",2006.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1376574624,HUANG,JIMMY,M,MD,"UNIVERSITY OF CALIFORNIA, GEFFEN SCHOOL OF MEDICINE",2000.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1275589079,BENDAVID,ELI,M,MD,"UNIVERSITY OF CALIFORNIA, SAN DIEGO SCHOOL OF MEDICINE",1998.0,DIAGNOSTIC RADIOLOGY,100.0,100.0,100.0,40.0,100.0,297
1538106307,DEUTSCH,JASON,M,MD,WARREN ALPERT MEDICAL SCHOOL OF BROWN UNIVERSITY,1990.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1730126467,DESERAN,MARK,M,MD,UNIVERSITY OF SOUTHERN CALIFORNIA KECK SCHOOL OF MEDICINE,1988.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1710097001,BLOOD,DAVID,M,MD,COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS,1994.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1982752390,SZETO,ALBERT,M,,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,1982.0,DIAGNOSTIC RADIOLOGY,100.0,,,40.0,100.0,297
1851314363,COHEN,ROBERT,M,MD,NEW YORK MEDICAL COLLEGE,1982.0,DIAGNOSTIC RADIOLOGY,100.0,,100.0,40.0,100.0,297
1720390420,ALLAEI,ATABAK,M,,OTHER,2009.0,DIAGNOSTIC RADIOLOGY,100.0,,100.0,40.0,100.0,297
1386636389,MONTESANTI,DAVID,M,MD,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,1998.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,1691
1245231067,HAMMERSMITH,JOHN,M,,PENNSYLVANIA COLLEGE OF OPTOMETRY,1993.0,OPTOMETRY,100.0,100.0,,40.0,100.0,1691
1003018102,COTTER,DANIEL,M,,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,2003.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,1691
1073717328,CAMPBELL,MICHAEL,M,,STATE UNIVERSITY OF NY UPSTATE MEDICAL UNIVERSITY,2006.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,1691
1225039043,HOLMWOOD,PAUL,M,,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,1986.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,1691
1558327742,DUSSE,JON,M,MD,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,1988.0,OPHTHALMOLOGY,100.0,100.0,93.9,40.0,100.0,1691
1750447447,STYN,DAVID,M,,PENNSYLVANIA COLLEGE OF OPTOMETRY,1999.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,1691
1023297892,SELVADURAI,AUSRA,F,,UNIVERSITY OF MINNESOTA MEDICAL SCHOOL,2005.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,2260
1790795433,SELVADURAI,DEEPAN,M,MD,OTHER,2005.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,2260
1053378109,NILES,CHARLES,M,,OTHER,1983.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,2260
1497723688,BERARDI,JOSEPH,M,MD,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,1970.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,2260
1912985904,FLANIGEN,DIANE,F,MD,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,1984.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,2260
1346684768,MALIK,SARAH,F,,OTHER,2012.0,HOSPITALIST,100.0,,100.0,40.0,100.0,140
1548554090,OTUBELU,ADAORA,F,,DUKE UNIVERSITY SCHOOL OF MEDICINE,2010.0,NURSE PRACTITIONER,100.0,,75.1,40.0,100.0,140
1760788731,SO,JENNY,F,,OTHER,2010.0,HOSPITALIST,100.0,,100.0,40.0,100.0,140
1295717262,FLICKINGER,CAROLINA,F,NP,OTHER,2002.0,NURSE PRACTITIONER,100.0,100.0,100.0,40.0,100.0,140
1629316914,CORPUZ,VIKTOR,M,,OTHER,2010.0,FAMILY MEDICINE,100.0,100.0,100.0,40.0,100.0,140
1306007091,NEHME,ELIE,M,,OTHER,1999.0,INTERNAL MEDICINE,100.0,,100.0,40.0,100.0,140
1528364809,PIE,CYNTHIA,F,,OTHER,2008.0,HOSPITALIST,100.0,,89.0,40.0,100.0,140
1891755492,STEPHENS,DELILAH,F,MD,UNIVERSITY OF WASHINGTON SCHOOL OF MEDICINE,1994.0,HOSPITALIST,100.0,,100.0,40.0,100.0,140
1649439746,SHAH,RUPA,F,,NORTHEASTERN OHIO UNIVERSITY COLLEGE OF MEDICINE,2006.0,OPHTHALMOLOGY,100.0,100.0,,40.0,100.0,414
1205812997,EPITROPOULOS,ALICE,F,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1989.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1164408852,CAHILL,KENNETH,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1979.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1154632198,CHAMBERS,MEGAN,F,,WRIGHT STATE UNIVERSITY BOONSHOFT SCHOOL OF MEDICINE,2010.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1003093774,NABAVI,CAMERON,M,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO SCHOOL OF MEDICINE",2006.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1437388139,STRAKA,DANIEL,M,,TOLEDO MEDICAL COLLEGE,2009.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,414
1275519969,FOSTER,JILL,F,MD,UNIVERSITY OF ILLINOIS COLLEGE OF MED (CHI/PEOR/ROCK/CHM-URB),1986.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1790761476,BAKER,NORMAN,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1982.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1861478562,LEHMANN,DAVID,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1985.0,OPHTHALMOLOGY,100.0,,100.0,40.0,100.0,414
1225023047,MACK,AARON,M,MD,UNIVERSITY OF TOLEDO COLLEGE OF MEDICINE,1998.0,OPHTHALMOLOGY,100.0,,,40.0,100.0,414
1275528010,YOUNG,JENNIFER,F,,NORTHWESTERN UNIVERSITY FEINBERG MEDICAL SCHOOL,1988.0,OPHTHALMOLOGY,100.0,,,40.0,100.0,414
1699712604,WHITAKER,TODD,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1996.0,OPHTHALMOLOGY,100.0,85.0,100.0,40.0,100.0,414
1144201146,WATSON,RACHEL,F,OD,OHIO STATE UNIVERSITY - COLLEGE OF OPTOMETRY,2002.0,OPTOMETRY,100.0,85.0,100.0,40.0,100.0,414
1427044072,BOYLE,KENNETH,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1993.0,OPHTHALMOLOGY,100.0,85.0,100.0,40.0,100.0,414
1417902586,OEHLER,JEFFREY,M,,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1988.0,OPHTHALMOLOGY,100.0,85.0,100.0,40.0,100.0,414
1619923893,BROWN,DANNY,M,,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,1978.0,OPHTHALMOLOGY,100.0,85.0,100.0,40.0,100.0,414
1548207582,LEMBACH,MICHAEL,M,OD,STATE UNIVERSITY OF NEW YORK - STATE COLLEGE OPTOMETRY,2001.0,OPTOMETRY,100.0,85.0,100.0,40.0,100.0,414
1861446684,ROGERS,NICHOLAS,M,MD,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,2002.0,OPHTHALMOLOGY,100.0,85.0,100.0,40.0,100.0,414
1043255771,SAN FILIPPO,ASHLEY,F,,NORTHEASTERN OHIO UNIVERSITY COLLEGE OF MEDICINE,2005.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,414
1124259064,COCKERILL,ELIZABETH,F,,OHIO STATE UNIVERSITY - COLLEGE OF OPTOMETRY,2009.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,414
1952798936,BARBER,KEVIN,M,,DES MOINES UNIVERSITY OF OSTEOPATHIC MEDICINE AND HEALTH SCIENCES,2015.0,FAMILY MEDICINE,100.0,100.0,100.0,40.0,100.0,325
1548674179,JOLLY,MATTHEW,M,,TOLEDO MEDICAL COLLEGE,2014.0,EMERGENCY MEDICINE,100.0,100.0,100.0,40.0,100.0,325
1306824289,SUTTON,CHRISTOPHER,M,,MERCER UNIVERSITY SCHOOL OF MEDICINE,2003.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,228
1215485966,SEARLE,LINDSAY,F,,OTHER,2016.0,NURSE PRACTITIONER,100.0,100.0,63.1,40.0,100.0,228
1518493485,EICHMAN,LAURA,F,,OTHER,2017.0,PHYSICIAN ASSISTANT,100.0,100.0,,40.0,100.0,228
1942743265,FUNK,KATE,F,,OTHER,2016.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,228
1871836270,EVANS,SARAH,F,,UNIVERSITY OF VIRGINIA SCHOOL OF MEDICINE,2013.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,228
1639275548,STEELE,KIRTH,M,DO,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,1985.0,PULMONARY DISEASE,100.0,100.0,89.5,40.0,100.0,228
1194768788,COBB,ANDREA,F,MD,"UNIVERSITY OF MISSOURI, COLUMBIA SCHOOL OF MEDICINE",2002.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,228
1407281520,WOODS,LAUREN,F,,OTHER,2013.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,228
1366821928,CUMMINGS,CORY,M,,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2015.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,228
1679989438,LYOTARD,THEOPHILE,M,,OTHER,2013.0,FAMILY MEDICINE,100.0,100.0,92.5,40.0,100.0,228
1497075329,OMALLEY,MOLLY,F,,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,2010.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,228
1316990864,SENU-OKE,EDWARD,M,MD,EASTERN VIRGINIA MEDICAL SCHOOL,2005.0,INTERNAL MEDICINE,100.0,100.0,83.9,40.0,100.0,228
1629325774,ATUAHENE,NANA,F,,OTHER,2014.0,INTERNAL MEDICINE,100.0,100.0,92.4,40.0,100.0,228
1558603183,NEVES,HILARY,F,,OTHER,2013.0,OBSTETRICS/GYNECOLOGY,100.0,100.0,,40.0,100.0,228
1376749184,KAI-LEWIS,EMMANUEL,M,,WEST VIRGINIA UNIVERSITY SCHOOL OF MEDICINE,2010.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1295720761,WIGGINS,DUANE,M,,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1995.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1578552220,QUIGLEY,THOMAS,M,,UNIVERSITY OF MISSISSIPPI SCHOOL OF MEDICINE,1984.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1629370721,WHITE,DELL,M,,OTHER,2010.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,363
1891102869,RAHMAN,TAHRIM,F,,INDIANA UNIVERSITY - SCHOOL OF OPTOMETRY,2014.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,363
1801883822,GHUMAN,AVTAR,M,,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1995.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1801885710,LEWIS,MICHAEL,M,MD,SAINT LOUIS UNIVERSITY SCHOOL OF MEDICINE,2000.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1063641421,MEARS,KATRINA,F,,OTHER,2002.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1790744746,RASKAUSKAS,PAUL,M,,DUKE UNIVERSITY SCHOOL OF MEDICINE,1986.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1902894215,CAMPBELL,JAMES,M,,PENNSYLVANIA COLLEGE OF OPTOMETRY,1989.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,363
1033526793,MORCHESKY,DARREN,M,,OTHER,2014.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,363
1043507080,PRIEST-ALLEN,NIKA,F,,OTHER,2011.0,OPHTHALMOLOGY,100.0,100.0,100.0,40.0,100.0,363
1639167943,LIEBETREU,MARK,M,,FERRIS STATE COLLEGE - COLLEGE OF OPTOMETRY,1986.0,OPTOMETRY,100.0,100.0,100.0,40.0,100.0,363
1255369526,SHARMA,ASHISH,M,MD,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,2002.0,OPHTHALMOLOGY,100.0,100.0,88.6,40.0,100.0,363
1750338786,KAZIM,NADIA,F,MD,HOWARD UNIVERSITY COLLEGE OF MEDICINE,1998.0,OPHTHALMOLOGY,100.0,100.0,88.6,40.0,100.0,363
1689633638,FLETCHER,DONALD,M,MD,OTHER,1982.0,OPHTHALMOLOGY,100.0,100.0,57.3,40.0,100.0,363
1306806641,WALKER,JOSEPH,M,,NEW YORK MEDICAL COLLEGE,1974.0,OPHTHALMOLOGY,100.0,100.0,57.3,40.0,100.0,363
1548388473,AWAI,MICHAEL,M,,OTHER,2006.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,75.5,40.0,100.0,402
1639412794,PRAZER,RACHEL,F,,OTHER,2012.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,96.1,40.0,100.0,402
1821431057,BROWNING,ELIZABETH,F,,OHIO STATE UNIVERSITY COLLEGE OF MEDICINE,2013.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,404
1174500169,SANCHEZ,NILSA,M,MD,UNIVERSITY OF PUERTO RICO SCHOOL OF MEDICINE,2001.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1003979006,FIGUEROA-GORDIAN,JEANNETTE,F,MD,OTHER,1999.0,GENERAL PRACTICE,100.0,100.0,,40.0,100.0,971
1659577849,JANI,ASHOK,M,,OTHER,1982.0,GENERAL PRACTICE,100.0,100.0,,40.0,100.0,971
1912937012,AGUIAR,LUIS,M,,OTHER,1981.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,971
1801292479,JULKA,NEERAJ,F,,OTHER,1975.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1912282435,ERWIN,RACHEL,F,,OTHER,2016.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,971
1841224458,NAIK,RAJANKUMAR,M,,OTHER,1977.0,INTERNAL MEDICINE,100.0,100.0,,40.0,100.0,971
1952387961,SANCHEZ OJEDA,JOSE,M,MD,OTHER,2004.0,GENERAL PRACTICE,100.0,100.0,,40.0,100.0,971
1891037677,PALACIOS,DALIZ,F,,OTHER,2013.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1912398579,KAZMI,MARIUM,F,,OTHER,2013.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1154355873,PARKER,BETSY,F,,OTHER,1996.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,971
1083648703,MALL,RONALD,F,,"MIDWESTERN UNIVERSITY, CHICAGO COLLEGE OF OSTEOPATHIC MED",1975.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1851726657,SWEK,MELISSA,F,,OTHER,2013.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,971
1902995038,COLLINS,DONALD,M,,OTHER,2005.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1891795654,PINERO,MARIEL,F,,OTHER,1997.0,GENERAL PRACTICE,100.0,100.0,,40.0,100.0,971
1033210745,CLARKSON,TODD,M,DO,OTHER,2006.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1720264294,EHRHARDT,JEAN,F,,UNIVERSITY OF SOUTH FLORIDA COLLEGE OF MEDICINE,2007.0,NURSE PRACTITIONER,100.0,100.0,,40.0,100.0,971
1801177563,HORSTMAN,ERICA,F,,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,2010.0,FAMILY MEDICINE,100.0,100.0,62.1,40.0,100.0,971
1275677130,MUNOZ DELGADO,MAYRA,F,MD,UNIVERSITY OF PUERTO RICO SCHOOL OF MEDICINE,1996.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,971
1104882133,GUZMAN TENNANT,MARIA,F,MD,OTHER,2002.0,GENERAL PRACTICE,100.0,100.0,,40.0,100.0,971
1043544810,SAINI,VIJAY,M,,OTHER,1997.0,FAMILY MEDICINE,100.0,85.0,,40.0,100.0,374
1306890405,KHAN,ALI,M,,OTHER,1998.0,FAMILY MEDICINE,100.0,100.0,,40.0,100.0,374
1376542035,IFTIKHAR,FARAH,F,MD,OTHER,1987.0,FAMILY MEDICINE,100.0,85.0,,40.0,100.0,374
1548648587,YARLAGADDA,SUSHMA,F,,OTHER,2014.0,PHYSICIAN ASSISTANT,100.0,100.0,39.0,40.0,100.0,374
1720201965,GIORDANI,SHARON,F,,OTHER,1999.0,NURSE PRACTITIONER,100.0,100.0,73.7,40.0,100.0,282
1588866719,DYER,ROBERT,M,,WARREN ALPERT MEDICAL SCHOOL OF BROWN UNIVERSITY,2007.0,DERMATOLOGY,100.0,100.0,92.4,40.0,100.0,282
1922096221,ALPEROVICH,ALEXANDER,M,MD,OTHER,1982.0,CARDIOVASCULAR DISEASE (CARDIOLOGY),100.0,100.0,,40.0,100.0,1904
1699708008,MOHAMED,EMAD,M,MD,OTHER,1989.0,CARDIOVASCULAR DISEASE (CARDIOLOGY),100.0,100.0,51.3,40.0,100.0,1904
1134197676,SHAW,JOHN,M,,"UNIVERSITY OF TENNESSEE, HSC, COLLEGE OF MEDICINE",1972.0,UROLOGY,100.0,100.0,,40.0,100.0,2827
1467973826,URE,JEFFREY,M,,OTHER,2017.0,PHYSICIAN ASSISTANT,100.0,,100.0,40.0,100.0,525
1912137175,DICKINSON,PAUL,M,,OTHER,2009.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,86.7,40.0,100.0,525
1942488838,KEISTER,LAWRENCE,M,,OTHER,2007.0,CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),100.0,100.0,86.7,40.0,100.0,525
1518164334,HAYES,NICOLAS,M,,OTHER,2007.0,GENERAL SURGERY,100.0,100.0,86.7,40.0,100.0,525
1790785020,PATEL,KAMLESH,M,,OTHER,1978.0,INTERNAL MEDICINE,100.0,100.0,89.5,40.0,100.0,1929
1972587996,FEDELE,FRANK,M,MD,OTHER,1983.0,INTERVENTIONAL CARDIOLOGY,100.0,100.0,84.7,40.0,100.0,2026
